state,county,party,total_votes,number,per capita income
Kansas,Franklin,REP,8326,1554,22979
Kansas,Franklin,DEM,3623,1554,22979
Michigan,Calhoun,REP,35900,1555,22978
Michigan,Calhoun,DEM,28417,1555,22978
Wisconsin,Langlade,REP,7330,1556,22974
Wisconsin,Langlade,DEM,3704,1556,22974
Kansas,Sumner,REP,7998,1557,22972
Kansas,Sumner,DEM,2551,1557,22972
Missouri,Worth,REP,877,1558,22967
Missouri,Worth,DEM,215,1558,22967
Missouri,Stoddard,REP,11460,1559,22967
Missouri,Stoddard,DEM,1814,1559,22967
Kentucky,Daviess,REP,31023,1560,22963
Kentucky,Daviess,DEM,17283,1560,22963
Texas,Upton,REP,1176,1561,22953
Texas,Upton,DEM,169,1561,22953
Illinois,Cumberland,REP,4595,1562,22952
Illinois,Cumberland,DEM,1141,1562,22952
Kansas,Riley,DEM,11940,1563,22948
Kansas,Riley,REP,11174,1563,22948
New York,Lewis,REP,7931,1564,22942
New York,Lewis,DEM,2768,1564,22942
Kansas,Norton,REP,1977,1565,22942
Kansas,Norton,DEM,361,1565,22942
Pennsylvania,Indiana,REP,28087,1566,22933
Pennsylvania,Indiana,DEM,12634,1566,22933
Oklahoma,Jackson,REP,6392,1567,22925
Oklahoma,Jackson,DEM,1646,1567,22925
Pennsylvania,Sullivan,REP,2622,1568,22923
Pennsylvania,Sullivan,DEM,921,1568,22923
Missouri,Ste.Genevieve,REP,6627,1569,22921
Missouri,Ste.Genevieve,DEM,2713,1569,22921
Texas,Bowie,REP,27053,1570,22911
Texas,Bowie,DEM,10692,1570,22911
Missouri,Cooper,REP,6272,1571,22910
Missouri,Cooper,DEM,2249,1571,22910
Pennsylvania,Lawrence,REP,29290,1572,22906
Pennsylvania,Lawrence,DEM,15772,1572,22906
Texas,Wichita,REP,31930,1573,22837
Texas,Wichita,DEM,13024,1573,22837
California,Trinity,REP,2513,1574,22905
California,Trinity,DEM,2383,1574,22905
Iowa,BuenaVista,REP,5004,1575,22899
Iowa,BuenaVista,DEM,2919,1575,22899
Colorado,Montrose,REP,16770,1576,22897
Colorado,Montrose,DEM,7687,1576,22897
Kentucky,Bourbon,REP,6190,1577,22893
Kentucky,Bourbon,DEM,3296,1577,22893
Minnesota,MilleLacs,REP,9953,1578,22891
Minnesota,MilleLacs,DEM,4403,1578,22891
Montana,Phillips,REP,1936,1579,22890
Montana,Phillips,DEM,416,1579,22890
Georgia,Monroe,REP,11060,1580,22888
Georgia,Monroe,DEM,4384,1580,22888
Wisconsin,Waushara,REP,9016,1581,22888
Wisconsin,Waushara,DEM,4388,1581,22888
North Carolina,Nash,DEM,25947,1582,22880
North Carolina,Nash,REP,25827,1582,22880
Colorado,Dolores,REP,1089,1583,22880
Colorado,Dolores,DEM,341,1583,22880
Nevada,Lincoln,REP,2067,1584,22879
Nevada,Lincoln,DEM,330,1584,22879
Ohio,Logan,REP,17625,1585,22878
Ohio,Logan,DEM,4990,1585,22878
Texas,Freestone,REP,6966,1586,22876
Texas,Freestone,DEM,1629,1586,22876
Indiana,Vermillion,REP,5184,1587,22875
Indiana,Vermillion,DEM,2145,1587,22875
Virginia,Waynesboro,REP,5507,1588,22872
Virginia,Waynesboro,DEM,4961,1588,22872
Montana,Beaverhead,REP,3923,1589,22872
Montana,Beaverhead,DEM,1608,1589,22872
Montana,Ravalli,REP,19114,1590,22872
Montana,Ravalli,DEM,8763,1590,22872
Iowa,Montgomery,REP,3659,1591,22868
Iowa,Montgomery,DEM,1583,1591,22868
Texas,Scurry,REP,4978,1592,22860
Texas,Scurry,DEM,818,1592,22860
Texas,Bell,REP,67113,1593,22857
Texas,Bell,DEM,56032,1593,22857
Georgia,Muscogee,DEM,49529,1594,22856
Georgia,Muscogee,REP,30049,1594,22856
Texas,Callahan,REP,6006,1595,22855
Texas,Callahan,DEM,734,1595,22855
Maine,Waldo,REP,340,1596,22853
Maine,Waldo,DEM,233,1596,22853
Indiana,LaPorte,REP,25991,1597,22852
Indiana,LaPorte,DEM,22419,1597,22852
Texas,Collingsworth,REP,1048,1598,22847
Texas,Collingsworth,DEM,155,1598,22847
Oregon,Wasco,REP,6965,1599,22844
Oregon,Wasco,DEM,6467,1599,22844
Wisconsin,Burnett,REP,6462,1600,22843
Wisconsin,Burnett,DEM,3569,1600,22843
Pennsylvania,Mercer,REP,36059,1601,22831
Pennsylvania,Mercer,DEM,20984,1601,22831
Indiana,DeKalb,REP,14237,1602,22827
Indiana,DeKalb,DEM,4966,1602,22827
Georgia,Walton,REP,37617,1603,22824
Georgia,Walton,DEM,12634,1603,22824
Kansas,Harper,REP,2128,1604,22820
Kansas,Harper,DEM,453,1604,22820
Indiana,Martin,REP,4029,1605,22817
Indiana,Martin,DEM,1011,1605,22817
West Virginia,Brooke,REP,7545,1606,22815
West Virginia,Brooke,DEM,2947,1606,22815
Utah,Daggett,REP,473,1607,22811
Utah,Daggett,DEM,105,1607,22811
Ohio,Sandusky,REP,18487,1608,22799
Ohio,Sandusky,DEM,10391,1608,22799
Nebraska,Logan,REP,407,1609,22799
Nebraska,Logan,DEM,38,1609,22799
Montana,Teton,REP,2608,1610,22799
Montana,Teton,DEM,1007,1610,22799
Washington,Kittitas,REP,13778,1611,22796
Washington,Kittitas,DEM,11004,1611,22796
Ohio,VanWert,REP,11470,1612,22790
Ohio,VanWert,DEM,3026,1612,22790
Kansas,Ellsworth,REP,2106,1613,22789
Kansas,Ellsworth,DEM,646,1613,22789
Michigan,PresqueIsle,REP,5343,1614,22788
Michigan,PresqueIsle,DEM,2912,1614,22788
Louisiana,Caldwell,REP,3976,1615,22782
Louisiana,Caldwell,DEM,745,1615,22782
Ohio,Clark,REP,38217,1616,22780
Ohio,Clark,DEM,23625,1616,22780
Wisconsin,Richland,REP,4871,1617,22778
Wisconsin,Richland,DEM,3995,1617,22778
Tennessee,Maury,REP,31408,1618,22766
Tennessee,Maury,DEM,14386,1618,22766
New Mexico,Grant,DEM,7590,1619,22755
New Mexico,Grant,REP,6553,1619,22755
Iowa,Crawford,REP,4854,1620,22748
Iowa,Crawford,DEM,2220,1620,22748
Pennsylvania,Cameron,REP,1771,1621,22747
Pennsylvania,Cameron,DEM,634,1621,22747
Kentucky,Henderson,REP,12730,1622,22746
Kentucky,Henderson,DEM,7639,1622,22746
North Carolina,Pasquotank,DEM,9653,1623,22745
North Carolina,Pasquotank,REP,9626,1623,22745
Montana,SweetGrass,REP,1840,1624,22743
Montana,SweetGrass,DEM,549,1624,22743
Michigan,Cass,REP,16686,1625,22743
Michigan,Cass,DEM,9122,1625,22743
Ohio,Defiance,REP,12778,1626,22739
Ohio,Defiance,DEM,5870,1626,22739
North Carolina,Yadkin,REP,15933,1627,22726
North Carolina,Yadkin,DEM,3763,1627,22726
Michigan,Alcona,REP,4848,1628,22719
Michigan,Alcona,DEM,2142,1628,22719
Ohio,Paulding,REP,6927,1629,22714
Ohio,Paulding,DEM,2172,1629,22714
Montana,Petroleum,REP,298,1630,22714
Montana,Petroleum,DEM,39,1630,22714
Kansas,Doniphan,REP,2949,1631,22713
Kansas,Doniphan,DEM,678,1631,22713
Michigan,Shiawassee,REP,23154,1632,22713
Michigan,Shiawassee,DEM,15371,1632,22713
Texas,Fisher,REP,1448,1633,22709
Texas,Fisher,DEM,352,1633,22709
Virginia,Accomack,REP,9172,1634,22703
Virginia,Accomack,DEM,7578,1634,22703
Michigan,Manistee,REP,8321,1635,22702
Michigan,Manistee,DEM,6107,1635,22702
Georgia,Camden,REP,15251,1636,22701
Georgia,Camden,DEM,7967,1636,22701
New York,Wyoming,REP,12969,1637,22700
New York,Wyoming,DEM,3840,1637,22700
Iowa,Wapello,REP,9516,1638,22699
Iowa,Wapello,DEM,5821,1638,22699
Virginia,Norton,REP,1112,1639,22699
Virginia,Norton,DEM,464,1639,22699
Iowa,Henry,REP,6507,1640,22687
Iowa,Henry,DEM,3275,1640,22687
Kentucky,Hancock,REP,3145,1641,22686
Kentucky,Hancock,DEM,1351,1641,22686
Alabama,Dale,REP,14281,1642,22685
Alabama,Dale,DEM,5154,1642,22685
Oregon,Union,REP,10247,1643,22684
Oregon,Union,DEM,4227,1643,22684
Wisconsin,Vernon,REP,8218,1644,22680
Wisconsin,Vernon,DEM,7457,1644,22680
Indiana,Montgomery,REP,12659,1645,22679
Indiana,Montgomery,DEM,4213,1645,22679
Mississippi,Harrison,REP,46822,1646,22677
Mississippi,Harrison,DEM,27728,1646,22677
Oklahoma,Harper,REP,1327,1647,22675
Oklahoma,Harper,DEM,136,1647,22675
South Dakota,Roberts,REP,2404,1648,22670
South Dakota,Roberts,DEM,1828,1648,22670
Pennsylvania,Cambria,REP,48094,1649,22659
Pennsylvania,Cambria,DEM,21752,1649,22659
North Carolina,Gaston,REP,73033,1650,22658
North Carolina,Gaston,DEM,40959,1650,22658
Idaho,Bonneville,REP,37805,1651,22657
Idaho,Bonneville,DEM,14254,1651,22657
Texas,Mills,REP,2214,1652,22651
Texas,Mills,DEM,271,1652,22651
Iowa,Lee,REP,9763,1653,22649
Iowa,Lee,DEM,6539,1653,22649
South Carolina,Kershaw,REP,20471,1654,22638
South Carolina,Kershaw,DEM,12699,1654,22638
Alabama,Tuscaloosa,REP,50961,1655,22637
Alabama,Tuscaloosa,DEM,37514,1655,22637
Missouri,Osage,REP,6341,1656,22629
Missouri,Osage,DEM,1031,1656,22629
Michigan,Mackinac,REP,4304,1657,22622
Michigan,Mackinac,DEM,2632,1657,22622
Mississippi,Hancock,REP,16132,1658,22621
Mississippi,Hancock,DEM,4504,1658,22621
Pennsylvania,Tioga,REP,15753,1659,22621
Pennsylvania,Tioga,DEM,4959,1659,22621
Kansas,Washington,REP,2332,1660,22621
Kansas,Washington,DEM,467,1660,22621
Illinois,Jefferson,REP,12461,1661,22620
Illinois,Jefferson,DEM,4597,1661,22620
Michigan,Jackson,REP,47381,1662,22613
Michigan,Jackson,DEM,32004,1662,22613
Oklahoma,Latimer,REP,3437,1663,22603
Oklahoma,Latimer,DEM,762,1663,22603
Indiana,Huntington,REP,13147,1664,22601
Indiana,Huntington,DEM,4255,1664,22601
Virginia,Surry,DEM,2397,1665,22600
Virginia,Surry,REP,2025,1665,22600
Minnesota,Nobles,REP,5598,1666,22598
Minnesota,Nobles,DEM,2928,1666,22598
South Dakota,McPherson,REP,1075,1667,22596
South Dakota,McPherson,DEM,222,1667,22596
California,SanJoaquin,DEM,130522,1668,22589
California,SanJoaquin,REP,94693,1668,22589
Louisiana,Vermilion,REP,21930,1669,22589
Louisiana,Vermilion,DEM,5009,1669,22589
Colorado,Logan,REP,8087,1670,22581
Colorado,Logan,DEM,2218,1670,22581
Virginia,Amherst,REP,11041,1671,22580
Virginia,Amherst,DEM,5672,1671,22580
Indiana,Jackson,REP,14555,1672,22568
Indiana,Jackson,DEM,4302,1672,22568
Ohio,Trumbull,REP,53756,1673,22568
Ohio,Trumbull,DEM,43534,1673,22568
Pennsylvania,Potter,REP,7216,1674,22564
Pennsylvania,Potter,DEM,1716,1674,22564
Nebraska,Sheridan,REP,2292,1675,22551
Nebraska,Sheridan,DEM,340,1675,22551
North Carolina,Davidson,REP,64658,1676,22549
North Carolina,Davidson,DEM,22636,1676,22549
Wisconsin,Crawford,REP,4620,1677,22549
Wisconsin,Crawford,DEM,3953,1677,22549
Nebraska,Morrill,REP,2113,1678,22543
Nebraska,Morrill,DEM,386,1678,22543
West Virginia,Jackson,REP,10093,1679,22527
West Virginia,Jackson,DEM,3207,1679,22527
Illinois,Wayne,REP,7172,1680,22526
Illinois,Wayne,DEM,1185,1680,22526
New Jersey,Cumberland,DEM,30148,1681,22524
New Jersey,Cumberland,REP,27294,1681,22524
Texas,Oldham,REP,917,1682,22519
Texas,Oldham,DEM,81,1682,22519
Ohio,Darke,REP,21569,1683,22511
Ohio,Darke,DEM,4668,1683,22511
Louisiana,Beauregard,REP,13575,1684,22509
Louisiana,Beauregard,DEM,2542,1684,22509
Alabama,Mobile,REP,100605,1685,22501
Alabama,Mobile,DEM,78754,1685,22501
Wisconsin,Dunn,REP,13173,1686,22499
Wisconsin,Dunn,DEM,9897,1686,22499
Colorado,Yuma,REP,4107,1687,22498
Colorado,Yuma,DEM,785,1687,22498
Oklahoma,Alfalfa,REP,1978,1688,22488
Oklahoma,Alfalfa,DEM,232,1688,22488
New Mexico,Lea,REP,16531,1689,22484
New Mexico,Lea,DEM,4061,1689,22484
Texas,Upshur,REP,15775,1690,22483
Texas,Upshur,DEM,2869,1690,22483
Colorado,Kiowa,REP,795,1691,22482
Colorado,Kiowa,DEM,98,1691,22482
Louisiana,LaSalle,REP,6378,1692,22481
Louisiana,LaSalle,DEM,638,1692,22481
Pennsylvania,Northumberland,REP,28975,1693,22478
Pennsylvania,Northumberland,DEM,12703,1693,22478
Michigan,Delta,REP,13206,1694,22471
Michigan,Delta,DEM,7605,1694,22471
Washington,Douglas,REP,12908,1695,22467
Washington,Douglas,DEM,7787,1695,22467
Oregon,Tillamook,REP,8306,1696,22452
Oregon,Tillamook,DEM,7956,1696,22452
Nebraska,Nuckolls,REP,1857,1697,22448
Nebraska,Nuckolls,DEM,409,1697,22448
Idaho,Teton,DEM,3318,1698,22436
Idaho,Teton,REP,2858,1698,22436
Wisconsin,Florence,REP,2133,1699,22434
Wisconsin,Florence,DEM,781,1699,22434
Virginia,Southampton,REP,5730,1700,22433
Virginia,Southampton,DEM,3969,1700,22433
South Carolina,Florence,REP,32615,1701,22432
South Carolina,Florence,DEM,31153,1701,22432
Pennsylvania,McKean,REP,14067,1702,22426
Pennsylvania,McKean,DEM,5076,1702,22426
Texas,Medina,REP,15599,1703,22413
Texas,Medina,DEM,6731,1703,22413
Texas,Waller,REP,14206,1704,22412
Texas,Waller,DEM,8130,1704,22412
North Carolina,Johnston,REP,68354,1705,22410
North Carolina,Johnston,DEM,41261,1705,22410
Tennessee,Franklin,REP,13977,1706,22398
Tennessee,Franklin,DEM,4863,1706,22398
Michigan,Lenawee,REP,31539,1707,22395
Michigan,Lenawee,DEM,20916,1707,22395
Kansas,Labette,REP,5639,1708,22394
Kansas,Labette,DEM,2607,1708,22394
Missouri,Henry,REP,8019,1709,22394
Missouri,Henry,DEM,2615,1709,22394
Minnesota,Todd,REP,9755,1710,22383
Minnesota,Todd,DEM,3286,1710,22383
Ohio,Wyandot,REP,8248,1711,22382
Ohio,Wyandot,DEM,2690,1711,22382
Kentucky,Marshall,REP,13297,1712,22381
Kentucky,Marshall,DEM,4071,1712,22381
Oklahoma,Pontotoc,REP,10805,1713,22381
Oklahoma,Pontotoc,DEM,4117,1713,22381
Tennessee,Montgomery,REP,42156,1714,22380
Tennessee,Montgomery,DEM,32426,1714,22380
Michigan,Genesee,DEM,120082,1715,22380
Michigan,Genesee,REP,99199,1715,22380
Ohio,Belmont,REP,23092,1716,22380
Ohio,Belmont,DEM,9007,1716,22380
Kansas,Morton,REP,1004,1717,22378
Kansas,Morton,DEM,147,1717,22378
Illinois,Hardin,DEM,0,1718,22366
Illinois,Hardin,REP,0,1718,22366
Oklahoma,Comanche,REP,20905,1719,22363
Oklahoma,Comanche,DEM,13747,1719,22363
Mississippi,Warren,DEM,10681,1720,22362
Mississippi,Warren,REP,10236,1720,22362
Virginia,Page,REP,9345,1721,22355
Virginia,Page,DEM,3007,1721,22355
Oklahoma,Osage,REP,14121,1722,22353
Oklahoma,Osage,DEM,6002,1722,22353
Michigan,Saginaw,DEM,51088,1723,22349
Michigan,Saginaw,REP,50785,1723,22349
Texas,Hunt,REP,29135,1724,22341
Texas,Hunt,DEM,8879,1724,22341
Missouri,Newton,REP,22090,1725,22341
Missouri,Newton,DEM,5793,1725,22341
Washington,Wahkiakum,REP,1711,1726,22334
Washington,Wahkiakum,DEM,1150,1726,22334
Michigan,Menominee,REP,8120,1727,22331
Michigan,Menominee,DEM,4314,1727,22331
Oklahoma,Creek,REP,23294,1728,22327
Oklahoma,Creek,DEM,6577,1728,22327
Ohio,Jefferson,REP,22309,1729,22324
Ohio,Jefferson,DEM,9823,1729,22324
Idaho,Latah,DEM,10236,1730,22322
Idaho,Latah,REP,9472,1730,22322
Illinois,Fulton,REP,9798,1732,22318
Illinois,Fulton,DEM,6371,1732,22318
Colorado,Baca,REP,1866,1733,22318
Colorado,Baca,DEM,317,1733,22318
West Virginia,Morgan,REP,6537,1734,22312
West Virginia,Morgan,DEM,1998,1734,22312
Michigan,Wayne,DEM,587074,1735,22308
Michigan,Wayne,REP,264149,1735,22308
Illinois,Greene,REP,4767,1736,22307
Illinois,Greene,DEM,1349,1736,22307
Vermont,Orleans,,,1737,22303
North Carolina,Granville,REP,16647,1738,22295
North Carolina,Granville,DEM,14565,1738,22295
Ohio,Allen,REP,32052,1739,22295
Ohio,Allen,DEM,13611,1739,22295
California,Siskiyou,REP,13272,1740,22293
California,Siskiyou,DEM,9582,1740,22293
Kansas,Kearny,REP,1134,1741,22292
Kansas,Kearny,DEM,255,1741,22292
Texas,Crane,REP,1247,1742,22291
Texas,Crane,DEM,241,1742,22291
Minnesota,Kanabec,REP,6278,1743,22291
Minnesota,Kanabec,DEM,2774,1743,22291
Kansas,Greenwood,REP,2404,1744,22280
Kansas,Greenwood,DEM,562,1744,22280
Illinois,Clay,REP,5626,1745,22279
Illinois,Clay,DEM,1129,1745,22279
Pennsylvania,Philadelphia,DEM,584059,1746,22279
Pennsylvania,Philadelphia,REP,129594,1746,22279
Texas,Ward,REP,3238,1747,22278
Texas,Ward,DEM,761,1747,22278
Kansas,Marion,REP,4377,1748,22269
Kansas,Marion,DEM,1463,1748,22269
Georgia,Rabun,REP,7474,1749,22260
Georgia,Rabun,DEM,1984,1749,22260
Pennsylvania,Union,REP,12342,1750,22259
Pennsylvania,Union,DEM,7377,1750,22259
Pennsylvania,Bedford,REP,23025,1751,22259
Pennsylvania,Bedford,DEM,4367,1751,22259
Ohio,Huron,REP,18537,1752,22257
Ohio,Huron,DEM,7643,1752,22257
Illinois,Cass,REP,3624,1753,22257
Illinois,Cass,DEM,1615,1753,22257
Montana,Pondera,REP,2031,1754,22256
Montana,Pondera,DEM,903,1754,22256
New York,Orleans,REP,11173,1755,22255
New York,Orleans,DEM,4082,1755,22255
Utah,Tooele,REP,21014,1756,22252
Utah,Tooele,DEM,8943,1756,22252
Kentucky,Boyle,REP,8872,1757,22249
Kentucky,Boyle,DEM,5298,1757,22249
South Dakota,Harding,REP,748,1758,22247
South Dakota,Harding,DEM,49,1758,22247
Indiana,Pike,REP,4692,1759,22245
Indiana,Pike,DEM,1415,1759,22245
Iowa,Keokuk,REP,3797,1760,22243
Iowa,Keokuk,DEM,1414,1760,22243
Tennessee,Sevier,REP,33742,1761,22242
Tennessee,Sevier,DEM,8695,1761,22242
Oregon,Coos,REP,21488,1762,22239
Oregon,Coos,DEM,14024,1762,22239
Tennessee,Henry,REP,11230,1763,22239
Tennessee,Henry,DEM,3547,1763,22239
Indiana,Greene,REP,11103,1764,22235
Indiana,Greene,DEM,3389,1764,22235
Montana,Rosebud,REP,2486,1765,22229
Montana,Rosebud,DEM,1199,1765,22229
Washington,Klickitat,REP,7223,1766,22229
Washington,Klickitat,DEM,5947,1766,22229
Louisiana,Sabine,REP,8776,1767,22229
Louisiana,Sabine,DEM,1731,1767,22229
Ohio,Morrow,REP,13784,1768,22228
Ohio,Morrow,DEM,3988,1768,22228
Texas,Haskell,REP,1837,1769,22223
Texas,Haskell,DEM,353,1769,22223
Washington,Lewis,REP,29318,1770,22212
Washington,Lewis,DEM,14462,1770,22212
Iowa,Davis,REP,3032,1771,22210
Iowa,Davis,DEM,1013,1771,22210
Oklahoma,Kay,REP,12834,1772,22207
Oklahoma,Kay,DEM,4040,1772,22207
Arizona,LaPaz,REP,5129,1773,22200
Arizona,LaPaz,DEM,2236,1773,22200
New York,St.Lawrence,REP,21862,1774,22198
New York,St.Lawrence,DEM,13036,1774,22198
Wisconsin,Adams,REP,7362,1775,22196
Wisconsin,Adams,DEM,4329,1775,22196
Pennsylvania,Somerset,REP,31105,1776,22192
Pennsylvania,Somerset,DEM,8543,1776,22192
Georgia,Pike,REP,9127,1777,22191
Georgia,Pike,DEM,1505,1777,22191
Tennessee,Humphreys,REP,6116,1778,22183
Tennessee,Humphreys,DEM,2017,1778,22183
Colorado,LasAnimas,REP,4284,1779,22180
Colorado,LasAnimas,DEM,3497,1779,22180
Indiana,Lawrence,REP,15601,1780,22169
Indiana,Lawrence,DEM,4961,1780,22169
New York,Chautauqua,REP,34846,1781,22168
New York,Chautauqua,DEM,23075,1781,22168
Louisiana,St.Martin,REP,18203,1782,22164
Louisiana,St.Martin,DEM,8439,1782,22164
Arkansas,Boone,REP,13652,1783,22160
Arkansas,Boone,DEM,3064,1783,22160
Minnesota,Clearwater,REP,3371,1784,22157
Minnesota,Clearwater,DEM,1258,1784,22157
Georgia,Union,REP,12651,1785,22156
Georgia,Union,DEM,2801,1785,22156
South Carolina,McCormick,REP,2958,1786,22150
South Carolina,McCormick,DEM,2687,1786,22150
California,Glenn,REP,6854,1787,22148
California,Glenn,DEM,3815,1787,22148
Kansas,Anderson,REP,2874,1788,22139
Kansas,Anderson,DEM,765,1788,22139
Kentucky,Hopkins,REP,15757,1789,22132
Kentucky,Hopkins,DEM,5439,1789,22132
Iowa,Wayne,REP,2338,1790,22127
Iowa,Wayne,DEM,727,1790,22127
Louisiana,Rapides,REP,38347,1791,22126
Louisiana,Rapides,DEM,19475,1791,22126
Kentucky,Lyon,REP,3100,1792,22123
Kentucky,Lyon,DEM,1092,1792,22123
Michigan,Huron,REP,11949,1793,22120
Michigan,Huron,DEM,5349,1793,22120
Louisiana,EastFeliciana,REP,6064,1794,22099
Louisiana,EastFeliciana,DEM,4280,1794,22099
New York,Chenango,REP,11736,1795,22097
New York,Chenango,DEM,5126,1795,22097
Illinois,Knox,REP,11818,1796,22093
Illinois,Knox,DEM,10421,1796,22093
Nebraska,Garfield,REP,925,1797,22092
Nebraska,Garfield,DEM,133,1797,22092
Maine,Franklin,DEM,0,1798,22083
Maine,Franklin,REP,0,1798,22083
Maine,Franklin,REP,459,1798,22083
Maine,Franklin,DEM,381,1798,22083
South Carolina,Anderson,REP,67565,1799,22081
South Carolina,Anderson,DEM,27169,1799,22081
North Carolina,Clay,REP,5112,1800,22081
North Carolina,Clay,DEM,1699,1800,22081
Ohio,Seneca,REP,16739,1801,22075
Ohio,Seneca,DEM,8147,1801,22075
Alabama,Marengo,DEM,5476,1802,22072
Alabama,Marengo,REP,5337,1802,22072
Kentucky,Trimble,REP,3227,1803,22070
Kentucky,Trimble,DEM,1012,1803,22070
Nebraska,Furnas,REP,2163,1804,22068
Nebraska,Furnas,DEM,399,1804,22068
Oklahoma,Texas,REP,4505,1805,22064
Oklahoma,Texas,DEM,894,1805,22064
Missouri,Lincoln,REP,21702,1806,22063
Missouri,Lincoln,DEM,6553,1806,22063
Pennsylvania,Venango,REP,18569,1807,22060
Pennsylvania,Venango,DEM,7585,1807,22060
Indiana,Ripley,REP,11261,1808,22059
Indiana,Ripley,DEM,2774,1808,22059
Georgia,White,REP,12222,1809,22059
Georgia,White,DEM,2411,1809,22059
Oregon,Lake,REP,3449,1810,22056
Oregon,Lake,DEM,788,1810,22056
Montana,DeerLodge,DEM,2562,1811,22052
Montana,DeerLodge,REP,2186,1811,22052
New York,Cattaraugus,REP,20295,1812,22049
New York,Cattaraugus,DEM,9142,1812,22049
Illinois,Massac,REP,4989,1813,22047
Illinois,Massac,DEM,1719,1813,22047
Arkansas,Perry,REP,3479,1814,22047
Arkansas,Perry,DEM,1012,1814,22047
Michigan,Iosco,REP,9760,1815,22047
Michigan,Iosco,DEM,5371,1815,22047
Indiana,Decatur,REP,9570,1816,22046
Indiana,Decatur,DEM,2436,1816,22046
Kentucky,Greenup,REP,13064,1817,22035
Kentucky,Greenup,DEM,4873,1817,22035
Alabama,Cherokee,REP,10562,1818,22030
Alabama,Cherokee,DEM,1619,1818,22030
Ohio,Clinton,REP,15061,1819,22026
Ohio,Clinton,DEM,4556,1819,22026
Missouri,Maries,REP,3890,1820,22026
Missouri,Maries,DEM,814,1820,22026
Texas,Edwards,REP,893,1821,22015
Texas,Edwards,DEM,166,1821,22015
Oregon,Marion,DEM,80138,1822,22001
Oregon,Marion,REP,78424,1822,22001
Texas,Henderson,REP,28816,1823,21995
Texas,Henderson,DEM,7048,1823,21995
Florida,Marion,REP,127825,1824,21992
Florida,Marion,DEM,74848,1824,21992
Kansas,Meade,REP,1508,1825,21990
Kansas,Meade,DEM,261,1825,21990
Utah,Garfield,REP,2158,1826,21989
Utah,Garfield,DEM,514,1826,21989
Washington,Stevens,REP,18576,1827,21986
Washington,Stevens,DEM,7451,1827,21986
Texas,Hockley,REP,6534,1828,21984
Texas,Hockley,DEM,1481,1828,21984
Illinois,Randolph,REP,11065,1829,21976
Illinois,Randolph,DEM,3590,1829,21976
Illinois,Coles,REP,13981,1830,21970
Illinois,Coles,DEM,7997,1830,21970
Ohio,Tuscarawas,REP,29519,1831,21966
Ohio,Tuscarawas,DEM,12643,1831,21966
Oklahoma,Pittsburg,REP,13851,1832,21966
Oklahoma,Pittsburg,DEM,3768,1832,21966
Missouri,Buchanan,REP,22450,1833,21961
Missouri,Buchanan,DEM,13445,1833,21961
Illinois,Hamilton,REP,3429,1834,21960
Illinois,Hamilton,DEM,821,1834,21960
Michigan,Alpena,REP,10686,1835,21948
Michigan,Alpena,DEM,6000,1835,21948
Oklahoma,Noble,REP,3821,1836,21947
Oklahoma,Noble,DEM,1003,1836,21947
Texas,Rains,REP,5147,1837,21946
Texas,Rains,DEM,841,1837,21946
Tennessee,Pickett,REP,2373,1838,21942
Tennessee,Pickett,DEM,524,1838,21942
Ohio,Ashland,REP,19002,1839,21940
Ohio,Ashland,DEM,6448,1839,21940
Colorado,Pueblo,DEM,43772,1840,21940
Colorado,Pueblo,REP,42252,1840,21940
Texas,Sherman,REP,885,1841,21936
Texas,Sherman,DEM,91,1841,21936
Indiana,Marshall,REP,13844,1842,21933
Indiana,Marshall,DEM,5712,1842,21933
Ohio,Richland,REP,40534,1843,21932
Ohio,Richland,DEM,17231,1843,21932
South Dakota,Brule,REP,1750,1844,21928
South Dakota,Brule,DEM,673,1844,21928
Alabama,Henry,REP,6593,1845,21924
Alabama,Henry,DEM,2589,1845,21924
Kentucky,Henry,REP,5843,1846,21923
Kentucky,Henry,DEM,2142,1846,21923
Texas,VanZandt,REP,22126,1847,21920
Texas,VanZandt,DEM,3419,1847,21920
Louisiana,Ouachita,REP,42255,1848,21917
Louisiana,Ouachita,DEM,25913,1848,21917
Kansas,Atchison,REP,4826,1849,21909
Kansas,Atchison,DEM,2314,1849,21909
Missouri,Marion,REP,9910,1850,21909
Missouri,Marion,DEM,3201,1850,21909
Texas,Donley,REP,1438,1851,21904
Texas,Donley,DEM,198,1851,21904
Minnesota,LakeoftheWoods,REP,1704,1852,21903
Minnesota,LakeoftheWoods,DEM,671,1852,21903
Pennsylvania,Clarion,REP,14550,1853,21902
Pennsylvania,Clarion,DEM,4671,1853,21902
Indiana,Noble,REP,14195,1854,21889
Indiana,Noble,DEM,4660,1854,21889
South Carolina,Spartanburg,REP,93560,1855,21889
South Carolina,Spartanburg,DEM,52926,1855,21889
Oklahoma,Lincoln,REP,12013,1856,21888
Oklahoma,Lincoln,DEM,2609,1856,21888
Illinois,Marion,REP,12540,1857,21887
Illinois,Marion,DEM,4396,1857,21887
Pennsylvania,Clinton,REP,11897,1858,21875
Pennsylvania,Clinton,DEM,5501,1858,21875
Oklahoma,Murray,REP,4612,1859,21870
Oklahoma,Murray,DEM,1156,1859,21870
Oregon,Douglas,REP,42513,1860,21870
Oregon,Douglas,DEM,18780,1860,21870
North Carolina,Watauga,DEM,17122,1861,21854
