state,county,state_id,county_id,DEM_votes,REP_votes,normalized_election_outcome,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Montana,Lewis and Clark,30.0,49.0,21409.0,19743.0,0.5202420295489891,66290,32898,33392,3.1,91.7,0.3,1.8,0.6,0.1,51631,60789,31252,11.4,14.1,45.2,16.3,22.8,8.6,7.2,77.5,9.8,0.4,4.4,2.1,5.9,16.4,34118,64.6,28.9,6.4,0.1,3.2
Montana,Big Horn,30.0,3.0,2207.0,2491.0,0.4697743720732226,13290,6566,6724,5.6,27.7,0.1,65.0,0.1,0.0,8749,47276,17905,26.8,34.3,33.9,22.6,22.7,14.0,6.8,70.0,11.1,0.5,7.1,1.3,10.0,18.1,4789,46.9,45.5,7.1,0.5,15.9
Montana,Phillips,30.0,71.0,1936.0,416.0,0.8231292517006803,4139,2096,2043,2.3,84.8,0.0,11.0,0.4,0.0,3172,42101,22369,18.0,20.1,33.4,14.9,21.9,19.6,10.2,71.6,9.8,1.3,7.2,0.7,9.4,19.5,1716,59.4,27.3,11.4,1.9,8.9
Montana,Dawson,30.0,21.0,3758.0,962.0,0.7961864406779661,9324,4869,4455,3.0,92.6,0.5,2.1,0.4,0.0,7122,59622,29130,12.3,23.2,33.9,19.5,17.9,15.9,12.9,74.4,10.4,0.2,5.5,1.4,8.1,17.4,4805,70.8,16.4,11.8,1.0,1.1
Montana,Stillwater,30.0,95.0,4462.0,1156.0,0.7942328230687077,9342,4651,4691,3.5,93.4,0.2,1.0,0.2,0.0,7223,61998,31583,6.5,8.7,31.8,15.6,19.1,19.2,14.3,64.5,14.1,1.8,7.7,3.6,8.3,24.1,4508,76.3,12.7,10.5,0.6,3.6
Montana,Sanders,30.0,89.0,5660.0,1820.0,0.7566844919786097,11414,5843,5571,2.7,90.3,0.1,3.6,0.5,0.0,9244,36445,23020,21.2,33.8,29.3,21.2,20.0,15.9,13.6,69.3,6.5,0.1,5.6,1.3,17.3,19.3,4084,65.0,13.2,21.6,0.2,7.6
Montana,Glacier,30.0,35.0,1884.0,3610.0,0.3429195485984711,13677,6888,6789,2.8,31.1,0.3,64.1,0.3,0.1,9203,29201,16737,33.1,34.7,36.5,25.0,16.5,13.7,8.3,67.2,8.6,0.0,15.6,0.9,7.7,14.8,4539,56.3,37.9,5.8,0.0,7.6
Montana,Pondera,30.0,73.0,2031.0,903.0,0.6922290388548057,6081,3004,3077,1.9,81.5,0.4,14.3,0.3,0.0,4495,44597,22866,19.0,28.6,34.9,21.7,18.1,14.1,11.2,68.1,13.1,0.0,8.2,0.6,9.9,14.3,2652,68.5,20.4,10.9,0.2,5.8
Montana,Custer,30.0,17.0,4205.0,1514.0,0.7352684035670571,11895,5916,5979,3.2,92.4,0.5,1.3,0.4,0.0,9232,53050,28501,9.8,9.8,33.8,16.7,27.6,12.3,9.5,77.1,10.0,0.7,3.5,1.7,7.0,12.8,6417,73.1,16.8,9.8,0.3,1.7
Montana,Madison,30.0,57.0,4191.0,1771.0,0.7029520295202952,7902,4070,3832,3.4,93.8,0.3,0.5,0.1,0.0,6480,47900,31620,10.6,13.8,33.8,22.6,17.3,17.9,8.3,62.3,11.8,0.8,11.0,2.5,11.6,21.4,3873,67.7,16.1,15.9,0.3,3.4
Montana,McCone,30.0,55.0,956.0,155.0,0.8604860486048604,1728,923,805,3.2,88.8,0.0,6.9,0.5,0.0,1298,46193,28230,7.7,2.0,53.4,5.6,18.5,16.5,5.9,64.6,7.1,0.0,8.1,0.0,20.3,16.7,798,55.3,15.7,28.8,0.3,1.2
Montana,Park,30.0,67.0,6025.0,5280.0,0.5329500221141088,16001,7994,8007,2.7,93.9,0.3,0.6,0.1,0.1,12795,44920,29181,13.4,12.1,34.8,20.7,19.6,15.3,9.5,66.8,14.3,1.5,6.6,2.1,8.8,25.9,8162,68.1,17.0,14.6,0.2,2.8
Montana,Daniels,30.0,19.0,799.0,195.0,0.8038229376257545,1788,926,862,2.8,96.6,0.0,0.6,0.0,0.0,1397,53591,36108,4.6,1.8,47.7,13.8,20.8,13.6,4.1,78.3,7.2,0.0,5.8,0.3,8.4,11.4,925,62.3,13.8,23.9,0.0,1.7
Montana,Judith Basin,30.0,45.0,1040.0,275.0,0.7908745247148289,1965,1047,918,2.3,95.6,0.0,1.4,0.0,0.0,1634,43281,28709,13.9,11.3,43.6,14.4,14.8,19.8,7.4,54.2,9.2,0.5,22.8,2.1,11.1,16.4,965,54.6,21.6,20.8,3.0,2.9
Montana,Rosebud,30.0,87.0,2486.0,1199.0,0.6746268656716418,9292,4654,4638,4.8,56.2,0.1,36.4,0.9,0.0,6542,54709,23832,19.1,25.8,33.5,22.7,12.1,20.3,11.5,72.4,8.5,0.4,7.5,4.3,6.9,12.8,4032,66.6,27.5,5.2,0.7,8.6
Montana,Carter,30.0,11.0,775.0,74.0,0.9128386336866904,1320,660,660,0.3,97.7,0.0,0.4,0.0,0.0,1064,45347,30659,11.8,18.6,49.8,12.4,13.2,18.1,6.6,49.6,9.8,0.0,11.0,5.0,24.5,18.0,607,47.6,15.8,33.3,3.3,2.9
Montana,Toole,30.0,101.0,1596.0,467.0,0.7736306349975763,5031,2865,2166,3.5,88.0,0.1,5.1,0.7,0.0,3995,46735,26354,16.6,20.8,31.7,24.8,19.1,15.3,9.1,65.6,10.6,0.0,16.5,0.7,6.6,14.9,2202,69.2,21.5,6.4,2.9,1.0
Montana,Sweet Grass,30.0,97.0,1840.0,549.0,0.7701967350355797,3646,1763,1883,1.6,93.9,0.1,0.0,1.0,0.0,2801,49761,28065,10.4,15.9,32.9,11.8,19.8,23.2,12.3,65.2,6.6,7.6,7.4,1.8,11.4,22.1,1621,72.2,16.8,11.0,0.1,0.9
Montana,Fallon,30.0,25.0,1375.0,172.0,0.8888170652876535,2925,1526,1399,1.8,93.8,1.4,0.5,1.0,0.0,2135,56806,32371,5.8,9.5,25.3,17.4,18.2,23.1,16.0,74.6,5.4,0.0,9.9,0.4,9.6,13.1,1601,71.2,18.1,10.6,0.2,1.7
Montana,Powder River,30.0,75.0,970.0,154.0,0.8629893238434164,1610,776,834,2.5,93.2,0.0,1.5,0.0,0.0,1324,51136,31211,8.2,6.6,39.6,13.4,16.8,21.7,8.5,69.9,7.6,0.0,8.1,0.0,14.4,16.9,954,50.9,25.9,21.5,1.7,2.4
Montana,Beaverhead,30.0,1.0,3923.0,1608.0,0.7092749954800217,9360,4694,4666,4.2,91.3,0.1,2.0,0.6,0.0,7524,43880,28420,16.1,9.4,34.1,19.4,21.8,15.0,9.7,70.4,8.0,0.0,10.8,2.7,8.0,14.2,4647,69.0,17.4,13.0,0.6,4.6
Montana,Musselshell,30.0,65.0,2423.0,413.0,0.8543723554301833,4766,2368,2398,2.4,92.9,0.8,0.7,1.5,0.0,3723,38156,23908,17.4,22.8,27.4,15.7,25.9,18.6,12.4,65.7,9.8,0.0,5.4,3.0,16.1,30.5,1853,69.8,12.9,14.1,3.2,5.6
Montana,Lincoln,30.0,53.0,8672.0,2835.0,0.7536282262970366,19249,9634,9615,2.7,93.2,0.1,1.0,0.4,0.0,15589,36934,22483,16.4,21.4,28.9,22.9,20.6,16.6,11.0,79.5,9.0,0.3,5.0,2.6,3.6,16.8,6529,67.8,18.3,13.3,0.6,9.9
Montana,Powell,30.0,77.0,2347.0,752.0,0.7573410777670216,6852,4243,2609,2.1,90.0,0.6,4.2,1.1,0.0,5859,44352,23990,14.6,24.7,40.7,20.5,13.6,15.9,9.3,71.6,7.1,0.1,6.5,0.6,14.3,21.8,2552,63.6,25.4,10.9,0.2,1.5
Montana,Jefferson,30.0,43.0,5345.0,2625.0,0.6706398996235885,11625,5955,5670,2.3,93.0,0.1,1.4,0.2,0.0,9096,64911,32387,9.9,11.2,43.4,17.0,18.5,12.9,8.2,75.5,13.6,0.1,3.9,1.4,5.5,20.3,5302,64.6,25.6,9.4,0.4,5.7
Montana,Garfield,30.0,33.0,764.0,41.0,0.9490683229813665,1086,560,526,0.2,99.8,0.0,0.0,0.0,0.0,861,47188,29896,5.1,1.8,53.3,8.9,16.8,16.1,4.9,66.7,3.8,0.5,8.0,2.6,18.3,12.0,576,41.7,18.2,36.8,3.3,0.0
Montana,Broadwater,30.0,7.0,3173.0,835.0,0.7916666666666666,5755,2896,2859,2.6,94.4,0.1,1.5,0.0,0.0,4584,55295,32268,7.8,4.0,36.4,17.6,15.4,18.7,11.8,74.3,10.7,0.0,5.4,1.3,8.2,26.5,2621,62.6,23.5,13.2,0.8,4.1
Montana,Wibaux,30.0,109.0,516.0,77.0,0.8701517706576728,1121,560,561,3.7,96.2,0.0,0.2,0.0,0.0,855,47132,24662,10.8,9.1,41.6,17.6,15.5,15.5,9.9,71.1,7.6,0.0,7.8,0.5,13.0,18.6,563,54.0,27.7,18.1,0.2,1.6
Montana,Prairie,30.0,79.0,603.0,126.0,0.8271604938271605,1325,681,644,1.3,98.6,0.0,0.1,0.0,0.0,1021,50850,28366,10.1,13.8,44.1,13.6,16.5,19.2,6.7,60.7,8.8,0.0,11.7,1.3,17.6,12.8,626,44.9,28.6,24.4,2.1,2.5
Montana,Liberty,30.0,51.0,821.0,249.0,0.7672897196261682,2245,1144,1101,0.9,98.6,0.0,0.0,0.0,0.0,1872,46641,36525,13.9,18.0,33.3,24.8,14.3,23.0,4.6,47.6,7.3,0.8,34.9,0.0,9.4,10.7,1129,69.1,14.3,8.6,8.0,1.9
Montana,Wheatland,30.0,107.0,823.0,225.0,0.7853053435114504,2108,1084,1024,2.8,94.4,0.0,1.3,0.0,0.0,1544,37222,20165,19.8,30.4,32.3,14.3,18.6,26.2,8.6,48.0,4.8,1.3,32.3,0.2,13.4,8.0,974,65.0,11.7,18.4,4.9,3.4
Montana,Granite,30.0,39.0,1419.0,638.0,0.6898395721925134,3206,1622,1584,2.2,94.6,0.1,0.4,0.1,0.0,2568,49063,29144,9.9,17.4,34.3,24.6,16.1,12.1,12.9,65.0,11.2,0.2,12.9,0.7,10.1,24.3,1206,59.4,25.3,14.4,0.9,6.9
Montana,Meagher,30.0,59.0,833.0,258.0,0.7635197066911089,2000,972,1028,4.1,93.5,0.0,1.2,0.0,0.0,1468,41343,20095,15.8,19.8,35.5,19.5,15.3,17.8,11.9,68.2,4.1,0.0,9.4,2.4,16.0,13.4,902,66.3,13.3,19.5,0.9,3.5
Montana,Silver Bow,30.0,93.0,7745.0,10392.0,0.4270276230909191,34514,17354,17160,4.2,91.0,0.5,2.0,0.8,0.0,27064,40480,26248,19.2,25.4,33.8,22.3,21.5,10.1,12.4,81.6,9.3,0.6,2.6,3.0,2.9,15.1,16310,76.4,18.3,5.1,0.3,5.9
Montana,Golden Valley,30.0,37.0,414.0,78.0,0.8414634146341463,747,373,374,8.7,85.7,0.0,0.0,0.0,0.0,594,43854,25110,18.2,29.4,37.6,14.2,15.7,21.4,11.1,57.2,5.3,0.0,19.4,2.1,16.1,25.2,351,61.3,17.4,19.4,2.0,4.4
Montana,Treasure,30.0,103.0,373.0,78.0,0.8270509977827051,790,377,413,2.4,94.6,0.0,0.0,1.5,0.0,634,42454,22880,17.0,25.6,35.6,12.4,22.7,25.0,4.4,70.2,5.0,0.0,10.7,2.6,11.5,17.6,388,66.8,19.1,10.3,3.9,0.0
Montana,Petroleum,30.0,69.0,298.0,39.0,0.8842729970326411,453,235,218,0.0,98.5,0.0,0.0,1.5,0.0,377,46429,31549,10.1,16.2,54.7,6.6,14.8,21.5,2.3,39.7,11.1,0.0,22.2,0.8,26.2,14.0,256,59.4,19.5,17.6,3.5,5.2
Montana,Mineral,30.0,61.0,1828.0,686.0,0.7271280827366746,4194,2121,2073,1.3,96.5,0.2,0.3,0.7,0.0,3424,40117,22894,20.1,39.2,26.2,14.1,35.4,12.1,12.3,74.2,13.3,0.3,5.0,1.0,6.2,22.3,1583,79.4,16.8,3.8,0.0,7.4
Montana,Deer Lodge,30.0,23.0,2186.0,2562.0,0.4604043807919124,9131,4778,4353,3.3,90.5,0.4,1.3,0.5,0.0,7666,41235,25107,18.8,24.3,29.6,24.7,20.2,13.8,11.8,73.5,11.3,0.2,4.2,1.5,9.3,17.2,3881,62.4,31.4,6.2,0.1,2.3
Nebraska,Lancaster,31.0,109.0,70092.0,82293.0,0.4599665321389901,306357,153788,152569,6.7,82.1,3.9,0.4,4.2,0.1,224251,55747,29901,14.0,15.6,40.0,17.1,23.9,7.7,11.3,81.8,8.8,1.2,2.9,1.9,3.3,18.8,166689,77.8,17.8,4.2,0.1,3.9
Nebraska,Custer,31.0,41.0,4996.0,768.0,0.8667591950034698,10836,5357,5479,2.9,95.0,0.8,0.0,0.8,0.0,8175,48836,32605,11.9,15.9,32.8,19.5,18.9,15.6,13.1,74.4,10.4,0.0,4.6,1.8,8.8,16.2,5636,72.4,12.6,14.6,0.4,2.5
Nebraska,Saunders,31.0,155.0,9108.0,3331.0,0.7322132004180401,20953,10546,10407,2.1,95.6,0.3,0.2,0.3,0.0,15594,65015,31163,9.0,14.4,35.6,16.5,21.5,12.3,14.1,84.1,8.7,0.0,2.3,0.9,3.9,25.3,11034,75.5,16.5,7.5,0.5,2.2
Nebraska,Holt,31.0,89.0,4769.0,686.0,0.8742438130155821,10293,5157,5136,4.3,94.0,0.1,0.8,0.5,0.0,7758,52050,27858,8.9,8.0,36.9,17.3,19.9,14.5,11.4,73.4,9.0,0.4,5.0,1.1,11.1,14.3,5662,68.8,15.5,15.4,0.2,1.1
Nebraska,Gage,31.0,67.0,7445.0,3385.0,0.6874422899353647,21632,10816,10816,2.3,95.0,0.6,0.4,0.6,0.2,16736,52223,27424,9.1,10.5,33.3,15.4,20.9,10.5,19.8,78.9,12.2,0.1,3.1,0.9,4.8,19.8,11118,74.1,16.1,9.7,0.1,3.2
Nebraska,Knox,31.0,107.0,3721.0,905.0,0.8043666234327713,8496,4147,4349,2.6,86.2,0.2,9.2,0.3,0.2,6426,48072,27283,12.3,18.5,36.5,16.9,20.1,14.3,12.1,78.9,7.3,0.1,5.9,0.6,7.3,17.2,4271,62.8,19.3,17.6,0.3,3.1
Nebraska,Platte,31.0,141.0,11827.0,3208.0,0.7866311938809445,32875,16662,16213,17.6,80.0,0.4,0.3,0.6,0.0,22577,58679,28187,8.6,11.1,29.9,13.7,20.3,11.3,24.9,78.8,12.9,0.1,3.7,1.0,3.5,14.0,17730,82.5,11.6,5.7,0.1,3.9
Nebraska,Buffalo,31.0,19.0,16640.0,6350.0,0.7237929534580252,48834,24367,24467,8.7,87.4,1.1,0.1,1.3,0.0,36221,55053,28553,14.4,15.0,33.4,18.2,25.4,9.6,13.4,82.0,9.3,0.2,3.5,1.7,3.5,14.6,27447,81.0,13.1,5.7,0.2,3.1
Nebraska,Cedar,31.0,27.0,4174.0,725.0,0.8520106144111043,8561,4349,4212,1.7,97.0,0.0,0.8,0.0,0.0,6400,57208,29694,9.7,13.9,34.9,15.7,21.2,14.1,14.0,76.7,6.7,0.0,5.2,1.5,9.8,16.4,4599,69.5,15.4,14.5,0.6,1.6
Nebraska,Cuming,31.0,39.0,3507.0,870.0,0.8012337217272104,9039,4557,4482,9.9,88.5,0.1,0.4,0.1,0.2,6581,50734,28762,8.0,12.2,32.2,13.4,19.6,17.0,17.8,79.4,7.2,0.0,5.0,0.4,7.9,15.4,4819,72.7,12.7,13.8,0.8,2.6
Nebraska,Lincoln,31.0,111.0,13071.0,3692.0,0.7797530275010439,35569,17490,18079,8.2,88.4,0.9,0.2,0.6,0.0,26749,55875,29687,12.6,18.4,29.7,17.3,23.1,13.2,16.6,85.2,7.4,0.3,3.2,0.8,3.1,14.8,17442,80.2,14.2,5.5,0.1,2.7
Nebraska,Seward,31.0,159.0,6490.0,2438.0,0.7269265232974911,17045,8582,8463,2.5,95.0,0.5,0.1,0.6,0.0,12878,63095,29398,9.2,9.7,36.6,16.3,19.5,11.8,15.8,80.6,7.8,0.1,5.3,0.8,5.5,21.7,8759,77.7,14.5,7.6,0.2,2.5
Nebraska,Antelope,31.0,3.0,3093.0,452.0,0.8724964739069111,6406,3213,3193,3.2,95.3,0.2,0.3,0.4,0.0,4851,46949,28091,11.5,14.6,36.2,15.0,18.9,17.2,12.7,76.7,7.4,0.0,4.9,1.2,9.8,16.0,3203,72.0,13.1,14.8,0.1,1.9
Nebraska,Madison,31.0,119.0,11678.0,3393.0,0.774865635989649,35062,17437,17625,14.5,80.7,1.4,1.3,1.1,0.0,24779,49865,26093,16.0,21.9,29.1,16.9,21.9,12.4,19.6,80.1,11.2,0.4,1.8,2.6,4.0,14.2,18419,80.4,12.5,6.9,0.2,3.2
Nebraska,Otoe,31.0,131.0,5649.0,2490.0,0.6940656100258017,15875,7783,8092,7.6,89.5,0.2,0.4,0.5,0.0,11638,54605,28567,10.0,16.2,29.7,17.7,23.0,13.5,16.1,82.2,8.6,0.2,3.2,0.4,5.4,21.7,8201,75.4,16.2,8.3,0.2,3.0
Nebraska,Dodge,31.0,53.0,10963.0,5526.0,0.664867487415853,36576,17980,18596,11.8,84.9,0.7,0.3,0.6,0.2,26161,51748,27162,13.2,19.7,27.2,17.8,26.4,11.0,17.6,83.2,10.6,0.2,2.5,1.1,2.5,18.5,18495,83.3,10.9,5.3,0.4,4.4
Nebraska,Butler,31.0,23.0,3526.0,869.0,0.8022753128555177,8105,4085,4020,3.0,95.0,0.5,0.2,0.4,0.0,6085,52448,27216,7.8,8.5,27.8,17.0,18.2,14.0,23.0,81.0,7.3,0.2,2.6,1.2,7.6,22.0,4121,76.0,12.6,11.2,0.1,4.4
Nebraska,Boone,31.0,11.0,2653.0,499.0,0.8416878172588832,5357,2691,2666,2.0,96.7,0.5,0.0,0.1,0.1,4080,53854,28861,7.3,6.6,34.3,17.7,17.6,15.1,15.4,75.8,6.9,0.0,3.8,0.7,12.9,15.5,2769,70.4,12.5,17.0,0.2,1.7
Nebraska,Saline,31.0,151.0,3631.0,1986.0,0.6464304789033292,14325,7320,7005,24.3,70.7,0.7,0.4,2.9,0.0,9664,50932,22324,11.6,12.9,24.6,17.5,17.0,12.6,28.4,77.5,13.3,0.1,4.5,0.6,3.9,20.0,7053,78.4,13.1,8.2,0.4,2.8
Nebraska,Pierce,31.0,139.0,3462.0,480.0,0.8782343987823442,7175,3598,3577,1.6,96.7,0.3,0.1,0.4,0.1,5374,55417,28766,6.8,7.1,33.3,13.4,20.6,12.9,19.9,80.5,7.8,0.0,3.0,1.6,7.1,19.2,3706,75.3,13.0,11.0,0.8,3.8
Nebraska,York,31.0,185.0,5296.0,1619.0,0.7658712942877802,13832,6795,7037,4.9,90.9,1.2,0.3,0.3,0.0,10561,59966,28298,9.7,12.9,39.6,15.3,19.6,11.1,14.4,80.9,8.6,0.1,3.9,0.5,5.9,15.5,7132,77.1,13.9,8.9,0.2,2.4
Nebraska,Dawson,31.0,47.0,6524.0,2497.0,0.7232014189114289,23925,12235,11690,33.1,60.0,5.7,0.4,0.0,0.1,15194,51238,24912,13.7,19.3,25.4,14.7,19.9,11.6,28.4,75.2,18.1,0.0,2.5,0.9,3.4,15.3,12196,79.3,14.2,6.4,0.1,4.2
Nebraska,Hall,31.0,79.0,16189.0,7681.0,0.6782153330540427,61233,30843,30390,26.8,68.0,2.2,0.3,1.2,0.2,39027,53807,26419,13.5,20.5,26.3,16.4,22.7,11.5,23.1,81.2,12.2,0.9,1.2,1.6,2.9,17.0,31740,82.8,12.2,5.0,0.0,5.4
Nebraska,Cass,31.0,25.0,10121.0,4737.0,0.681181854892987,25513,12813,12700,3.1,94.0,0.3,0.2,0.3,0.3,19134,68284,32509,6.3,7.0,34.2,14.8,26.5,12.9,11.6,85.8,8.4,0.1,1.6,0.5,3.6,26.1,13311,79.2,15.5,5.1,0.1,2.8
Nebraska,Colfax,31.0,37.0,2636.0,1025.0,0.7200218519530183,10616,5527,5089,44.8,51.1,2.8,0.0,0.6,0.1,5342,54876,23393,8.2,9.2,24.5,8.9,18.0,11.5,37.0,69.9,16.2,0.0,3.8,3.4,6.6,16.2,5305,84.9,7.6,7.2,0.4,3.5
Nebraska,Scotts Bluff,31.0,157.0,10952.0,4196.0,0.7229997359387378,36509,17659,18850,23.4,72.6,0.6,1.2,0.6,0.0,26488,47975,26532,13.2,19.4,31.4,17.2,25.0,13.2,13.3,83.9,9.8,0.2,1.8,1.3,3.1,15.4,17568,79.4,13.7,6.7,0.2,5.2
Nebraska,Richardson,31.0,147.0,3073.0,996.0,0.7552224133693782,8045,4036,4009,1.9,92.5,0.2,1.8,0.2,0.0,6339,46839,28109,16.3,29.1,33.5,16.8,16.1,15.1,18.5,83.2,9.8,0.0,1.8,1.0,4.3,18.6,3954,72.5,17.8,9.6,0.1,4.0
Nebraska,Washington,31.0,177.0,8583.0,3554.0,0.7071764027354371,20414,10118,10296,2.8,94.7,1.0,0.1,0.3,0.0,15268,66485,33136,9.8,14.7,37.1,14.5,24.8,11.7,11.9,84.1,5.9,0.2,4.0,0.7,5.2,20.8,10805,82.2,11.7,5.8,0.2,1.7
Nebraska,Howard,31.0,93.0,2786.0,648.0,0.8112987769365172,6385,3212,3173,2.5,95.6,0.0,0.0,0.0,0.1,4798,53648,26734,10.2,14.0,34.7,13.8,22.7,12.2,16.5,75.8,9.7,0.0,2.6,1.4,10.4,24.2,3307,72.9,14.5,12.5,0.1,4.0
Nebraska,Jefferson,31.0,95.0,2616.0,1016.0,0.7202643171806168,7276,3511,3765,3.6,94.2,0.0,0.7,0.1,0.0,5630,46576,26859,10.6,13.6,30.7,16.3,23.5,11.4,18.1,77.0,10.9,0.0,6.0,0.2,5.9,16.0,3694,74.5,10.2,14.8,0.5,2.1
Nebraska,Adams,31.0,1.0,10085.0,4213.0,0.7053434046719821,31564,15981,15583,9.4,86.9,0.6,0.1,1.3,0.0,23151,51721,28085,12.4,18.0,33.4,19.4,20.4,10.1,16.7,83.0,9.3,0.7,1.8,1.3,3.9,15.3,15890,78.0,15.1,6.7,0.1,4.2
Nebraska,Wayne,31.0,179.0,3055.0,1022.0,0.7493254844248222,9409,4772,4637,5.5,90.2,2.1,0.5,0.5,0.0,7439,58093,27292,13.5,8.0,34.4,17.5,22.5,12.4,13.2,78.9,8.8,0.0,4.7,0.1,7.5,17.5,5224,71.2,17.8,10.8,0.3,2.0
Nebraska,Hamilton,31.0,81.0,4297.0,1117.0,0.7936830439601035,9149,4566,4583,3.2,95.2,0.7,0.1,0.1,0.0,6904,61944,31989,7.2,12.3,35.7,16.8,21.6,10.4,15.5,81.3,6.2,0.0,5.3,1.2,5.9,17.6,4856,81.1,10.6,8.3,0.1,2.0
Nebraska,Thayer,31.0,169.0,2308.0,624.0,0.7871759890859482,5133,2547,2586,2.3,95.5,0.3,0.3,0.0,0.0,4019,48151,31129,10.9,17.4,35.1,15.7,21.4,12.7,15.1,79.6,6.4,0.1,4.9,1.0,8.1,12.8,2560,74.5,12.6,12.6,0.3,1.2
Nebraska,Dixon,31.0,51.0,2335.0,651.0,0.7819825853985265,5765,2905,2860,12.6,85.6,0.3,0.5,0.1,0.1,4079,57036,26094,10.3,16.3,29.3,16.8,19.1,16.3,18.5,81.4,8.7,0.0,4.7,0.4,4.9,21.0,2955,73.8,17.4,8.6,0.2,3.3
Nebraska,Merrick,31.0,121.0,3407.0,740.0,0.8215577525922354,7829,3898,3931,4.1,92.9,0.6,0.2,0.1,0.0,5960,53536,27223,10.0,11.1,29.3,17.2,20.8,13.9,18.7,82.3,7.8,0.3,2.6,1.3,5.6,19.5,4194,77.6,10.1,12.2,0.1,3.3
Nebraska,Cheyenne,31.0,33.0,3813.0,855.0,0.8168380462724936,10012,4899,5113,6.7,89.9,0.4,0.3,0.8,0.0,7472,58770,32995,10.9,16.3,39.3,16.5,25.4,8.0,10.8,81.3,11.7,0.0,1.8,1.5,3.8,13.3,5587,81.8,12.2,6.0,0.0,2.5
Nebraska,Fillmore,31.0,59.0,2359.0,693.0,0.7729357798165137,5603,2800,2803,3.9,94.0,0.6,0.4,0.2,0.0,4450,56750,30874,9.9,12.0,34.2,15.3,20.3,15.4,14.8,81.2,7.2,0.1,5.2,1.6,4.8,16.3,2893,72.5,16.5,10.6,0.4,2.5
Nebraska,Sheridan,31.0,161.0,2292.0,340.0,0.8708206686930091,5241,2604,2637,4.7,81.9,0.5,8.7,0.4,0.0,4054,41209,25817,15.8,27.5,38.6,17.8,19.5,14.3,9.9,69.1,12.1,0.0,10.6,1.6,6.6,17.4,2619,65.8,18.7,15.1,0.5,1.5
Nebraska,Polk,31.0,143.0,2286.0,527.0,0.81265552790615,5244,2578,2666,4.8,92.9,0.1,0.3,0.1,0.0,3942,63667,32424,7.6,8.7,35.0,13.8,21.4,12.7,17.1,79.0,9.6,0.2,3.7,1.0,6.5,19.9,2732,73.1,14.8,11.3,0.8,4.6
Nebraska,Cherry,31.0,31.0,2844.0,373.0,0.8840534659620765,5792,2871,2921,3.1,88.5,0.0,4.0,0.2,0.2,4437,53226,27891,9.0,9.0,39.0,15.3,20.0,18.4,7.3,60.1,9.9,0.2,6.1,0.9,22.9,12.3,3267,61.3,19.4,18.0,1.3,2.6
Nebraska,Stanton,31.0,167.0,2561.0,532.0,0.8279987067571937,6020,3013,3007,5.3,92.2,1.3,0.0,0.3,0.0,4411,57534,29517,9.5,6.6,28.7,19.0,18.3,14.3,19.7,82.1,7.7,0.0,2.8,0.7,6.7,18.4,3207,76.5,13.4,9.5,0.6,3.1
Nebraska,Clay,31.0,35.0,2848.0,632.0,0.8183908045977012,6264,3210,3054,8.9,89.2,0.4,0.2,0.3,0.0,4585,54167,27275,11.1,17.3,28.7,14.9,19.4,17.9,19.1,82.1,10.1,0.0,3.7,1.4,2.7,20.9,3112,78.4,12.5,8.8,0.3,3.0
Nebraska,Burt,31.0,21.0,2580.0,1063.0,0.7082075212736756,6546,3231,3315,2.7,93.6,0.6,1.8,0.4,0.0,5017,50174,26421,12.3,15.9,33.2,16.0,23.4,16.4,11.0,82.1,7.6,0.0,3.1,1.1,6.1,22.4,3011,74.8,13.4,10.9,0.9,3.5
Nebraska,Nuckolls,31.0,129.0,1857.0,409.0,0.8195057369814651,4318,2163,2155,2.6,95.5,0.3,0.0,1.2,0.0,3387,42055,24426,10.8,16.0,34.8,17.2,22.4,14.7,10.8,76.9,11.1,0.3,2.8,0.1,8.8,16.1,2224,69.0,13.6,17.0,0.4,1.7
Nebraska,Box Butte,31.0,13.0,4002.0,1051.0,0.7920047496536711,11200,5671,5529,12.1,82.3,0.6,2.8,0.3,0.3,8217,56328,28483,10.9,14.3,30.0,12.1,19.4,15.3,23.4,83.7,8.5,0.1,2.3,1.8,3.7,10.8,5509,76.2,14.1,9.6,0.1,5.1
Nebraska,Johnson,31.0,97.0,1518.0,647.0,0.7011547344110854,5200,3087,2113,9.9,80.8,6.8,0.7,0.9,0.0,4090,49564,22398,10.1,10.3,36.1,21.4,17.2,10.3,15.1,76.1,11.5,0.2,4.6,1.6,6.0,22.1,1998,60.8,25.8,12.9,0.5,2.2
Nebraska,Nemaha,31.0,127.0,2428.0,921.0,0.7249925350851,7041,3476,3565,2.6,94.3,1.4,0.6,0.7,0.0,5528,55536,28572,11.5,11.5,32.2,21.0,22.1,11.6,13.1,78.1,10.5,0.0,6.6,0.3,4.6,19.6,3444,67.1,25.2,7.7,0.0,5.7
