state,county,state_id,county_id,DEM_votes,REP_votes,normalized_election_outcome,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Indiana,Jasper,18.0,73.0,11383.0,3798.0,0.7498188525130097,33448,16568,16880,5.9,91.7,0.7,0.0,0.4,0.0,24860,56574,24953,9.0,11.5,25.3,15.8,20.7,16.8,21.4,85.3,8.3,0.5,1.9,0.9,3.1,27.0,15315,85.9,9.2,4.6,0.3,5.2
Indiana,Owen,18.0,119.0,7285.0,2419.0,0.7507213520197856,20957,10629,10328,1.2,96.4,0.4,0.3,0.5,0.0,16349,48315,24220,15.6,26.4,24.8,17.7,18.9,17.6,21.0,82.0,10.4,1.1,2.5,1.3,2.7,30.8,9455,81.1,10.5,8.2,0.2,6.3
Indiana,White,18.0,181.0,7957.0,3032.0,0.724087724087724,24279,12185,12094,7.9,89.8,0.4,0.2,0.2,0.0,17856,51404,26275,9.8,13.5,26.7,14.6,20.1,13.4,25.1,82.0,10.7,0.1,1.7,1.9,3.6,24.9,11428,82.4,12.2,5.3,0.1,4.4
Indiana,Decatur,18.0,31.0,9570.0,2436.0,0.7971014492753623,26480,13112,13368,1.9,94.9,0.7,0.1,1.6,0.0,19799,52270,25548,11.4,15.6,30.0,15.2,15.6,9.5,29.7,83.1,10.3,0.6,2.0,0.9,3.1,21.4,12996,85.7,9.5,4.7,0.1,4.8
Indiana,Morgan,18.0,109.0,27510.0,7777.0,0.7796072207895259,69533,34307,35226,1.5,96.3,0.4,0.1,0.7,0.0,52941,60317,27402,11.8,18.5,27.1,15.6,24.3,14.4,18.5,85.2,9.4,0.1,1.3,0.9,3.1,28.1,33330,83.2,11.4,5.4,0.1,5.7
Indiana,Fountain,18.0,45.0,6154.0,1629.0,0.7906976744186046,16620,8272,8348,2.4,95.6,0.4,0.2,0.1,0.0,12781,46669,25383,12.6,13.1,26.4,13.5,17.5,12.0,30.6,82.5,9.6,0.5,2.9,1.1,3.3,25.4,7335,82.3,10.8,6.6,0.3,6.3
Indiana,Bartholomew,18.0,5.0,22409.0,12934.0,0.6340435163964576,81024,40688,40336,6.5,83.2,1.7,0.2,6.3,0.1,55538,57331,29955,12.4,18.2,40.7,14.4,18.9,6.4,19.5,85.1,8.6,0.6,1.3,1.7,2.7,19.6,39722,88.0,7.6,4.3,0.1,5.0
Indiana,Grant,18.0,53.0,18543.0,8015.0,0.6982076963626779,67615,32360,35255,4.1,85.3,7.1,0.2,0.9,0.0,53207,42046,21024,19.1,31.3,28.1,20.6,23.1,7.7,20.5,80.8,7.7,0.3,5.1,1.1,5.0,18.3,29436,83.7,12.4,3.8,0.1,7.6
Indiana,Pulaski,18.0,131.0,4246.0,1463.0,0.74373795761079,12761,6458,6303,2.9,94.6,0.4,0.1,0.6,0.0,9794,47633,24445,13.2,17.7,26.8,14.2,16.7,14.3,28.1,80.3,10.3,0.1,2.8,1.7,4.7,21.7,5654,82.3,10.7,6.9,0.2,6.9
Indiana,Hancock,18.0,59.0,28825.0,12824.0,0.6920934476217916,72776,35716,37060,2.2,93.0,1.9,0.1,0.8,0.0,54544,70973,31428,7.0,9.8,38.3,14.2,25.1,10.5,11.9,88.6,5.5,0.1,0.9,0.5,4.3,26.1,37374,83.5,12.7,3.8,0.1,4.0
Indiana,Carroll,18.0,15.0,7086.0,2224.0,0.7611170784103115,19994,9980,10014,3.9,94.2,0.5,0.2,0.1,0.0,15134,56188,26589,10.2,12.4,26.3,14.7,19.6,13.1,26.3,82.2,11.3,0.1,1.3,1.1,4.1,28.4,9492,79.6,12.5,7.8,0.2,5.2
Indiana,Clinton,18.0,23.0,9334.0,3361.0,0.7352500984639622,32455,16044,16411,15.2,83.0,0.6,0.2,0.3,0.1,22209,51659,23722,13.3,20.7,24.2,14.5,18.4,10.2,32.7,80.8,11.5,0.1,1.2,2.3,4.0,23.0,15228,86.7,8.3,5.0,0.1,5.2
Indiana,Knox,18.0,83.0,11654.0,4067.0,0.7413014439285033,37763,19265,18498,1.8,92.9,3.1,0.1,0.8,0.1,29524,44837,23441,15.6,22.0,27.1,21.1,19.3,10.4,22.1,86.4,7.7,0.4,2.2,1.9,1.5,18.4,18338,84.4,11.3,4.3,0.1,5.4
Indiana,Hamilton,18.0,57.0,101587.0,88390.0,0.5347331519078625,309687,151395,158292,3.8,84.5,3.6,0.1,5.7,0.0,212065,90582,44443,5.0,5.8,53.3,11.1,24.7,5.0,6.0,83.5,6.9,0.2,0.8,0.7,7.9,25.5,163999,86.0,9.5,4.4,0.1,3.3
Indiana,Clay,18.0,21.0,9498.0,2549.0,0.7884120527932266,26375,12903,13472,1.3,96.4,0.4,0.1,0.3,0.0,20216,50924,24339,13.9,18.9,29.3,18.8,20.6,9.4,21.8,82.6,12.3,0.0,1.8,1.0,2.2,26.2,12252,79.1,15.5,5.4,0.0,4.9
Indiana,Johnson,18.0,81.0,51209.0,24729.0,0.6743527614632989,149359,73340,76019,3.5,90.3,2.3,0.2,2.8,0.0,108188,65272,31101,9.4,13.2,39.1,15.3,23.6,8.6,13.4,86.6,7.1,0.3,1.3,0.8,3.8,26.1,74247,83.3,11.3,5.3,0.0,4.6
Indiana,Sullivan,18.0,153.0,6687.0,2153.0,0.7564479638009051,20900,11235,9665,1.7,92.1,3.7,0.2,0.8,0.0,16648,45031,22239,15.6,19.9,26.2,18.7,18.0,16.5,20.6,87.5,9.3,0.2,1.8,0.3,0.9,22.8,8087,82.9,12.4,4.5,0.2,5.9
Indiana,Monroe,18.0,105.0,22071.0,39861.0,0.3563747335787638,144436,72005,72431,3.3,84.1,3.0,0.2,6.3,0.0,113388,45689,26738,24.7,20.2,43.3,19.9,21.6,5.4,9.7,72.5,9.2,3.9,7.4,2.9,4.1,18.7,71839,74.1,20.3,5.6,0.0,6.3
Indiana,Orange,18.0,117.0,6432.0,2224.0,0.7430683918669131,19623,9687,9936,1.4,95.6,1.3,0.1,0.5,0.0,14873,42803,22715,15.0,23.5,25.9,18.7,18.1,12.8,24.6,80.4,11.2,0.0,2.3,1.3,4.7,25.6,8438,82.5,10.5,6.8,0.1,4.6
Indiana,Vigo,18.0,167.0,24512.0,18080.0,0.5755071374906086,107723,54651,53072,2.6,85.8,6.2,0.2,1.9,0.0,83521,42030,22932,19.9,25.0,32.5,21.0,22.1,7.3,17.1,82.1,9.4,1.2,3.1,1.3,2.9,19.9,47559,83.0,13.5,3.5,0.1,7.9
Indiana,Howard,18.0,67.0,26400.0,13270.0,0.6654902949331989,82457,39889,42568,3.2,85.8,7.0,0.4,1.3,0.0,62811,47958,26294,16.5,23.8,28.7,18.7,20.9,8.0,23.7,83.9,10.2,0.3,1.0,1.3,3.2,19.9,36774,84.1,11.2,4.5,0.1,6.5
Indiana,Perry,18.0,123.0,5343.0,3202.0,0.6252779403159743,19229,10336,8893,1.3,94.3,2.7,0.2,0.3,0.0,15055,49689,23003,14.5,22.1,23.7,18.3,18.5,11.9,27.6,83.6,11.9,0.2,0.9,1.1,2.2,23.5,8199,82.0,12.0,5.7,0.2,3.9
Indiana,Steuben,18.0,151.0,11322.0,4509.0,0.7151790790221717,34459,17441,17018,3.5,94.0,0.2,0.1,0.5,0.0,26700,52749,26902,10.1,15.6,25.6,15.3,23.8,8.6,26.7,82.0,10.0,0.2,2.6,1.5,3.7,22.0,17154,84.4,9.7,5.7,0.2,4.9
Indiana,Porter,18.0,127.0,45008.0,39746.0,0.5310427826415273,167391,82696,84695,9.6,84.0,3.3,0.2,1.4,0.1,126844,65979,31879,11.0,15.5,35.7,16.0,22.0,11.1,15.2,85.7,5.2,1.5,2.1,1.2,4.4,27.2,79536,86.2,9.7,3.9,0.2,5.7
Indiana,Parke,18.0,121.0,5398.0,1503.0,0.7822054774670337,17062,8178,8884,1.5,94.8,1.0,0.2,0.0,0.5,13298,44643,21636,13.9,16.6,22.0,17.7,22.1,14.6,23.6,82.0,9.0,0.5,2.3,2.3,4.0,27.0,6734,79.2,11.8,8.3,0.7,6.3
Indiana,Benton,18.0,7.0,3007.0,1009.0,0.7487549800796812,8685,4349,4336,5.1,92.8,0.9,0.0,0.2,0.0,6417,49183,23652,14.9,21.7,25.2,12.9,24.5,14.1,23.3,78.0,11.7,0.6,3.0,0.8,6.0,26.3,4126,73.6,15.8,10.0,0.6,4.2
Indiana,Lake,18.0,89.0,91733.0,124801.0,0.4236424764702079,488694,236337,252357,18.4,54.5,23.9,0.2,1.3,0.0,357080,52559,26590,16.8,27.1,30.0,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,28.3,216337,85.5,11.0,3.4,0.1,8.5
Indiana,Posey,18.0,129.0,9206.0,3811.0,0.7072290082200201,25599,12776,12823,1.1,96.2,1.5,0.0,0.4,0.0,19803,60992,30763,9.5,10.5,31.7,17.6,19.4,10.9,20.3,89.6,4.9,0.0,0.9,1.1,3.5,23.6,12454,83.5,12.0,4.5,0.0,3.4
Indiana,Warren,18.0,171.0,3401.0,974.0,0.7773714285714286,8269,4124,4145,1.5,96.5,0.5,0.2,0.0,0.0,6418,58950,29312,9.5,15.4,30.9,11.9,17.9,13.1,26.2,82.8,13.2,0.2,0.9,0.4,2.5,25.6,4012,81.9,11.5,6.4,0.2,4.7
Indiana,Crawford,18.0,25.0,3499.0,1369.0,0.7187756778964667,10598,5355,5243,1.5,96.4,0.2,0.6,0.0,0.0,8247,40067,19424,17.8,19.7,21.5,20.7,16.8,11.6,29.4,87.7,7.4,0.3,1.0,1.0,2.6,32.7,4241,80.9,13.7,5.4,0.0,4.3
Indiana,Fayette,18.0,41.0,7755.0,2237.0,0.7761208967173739,23426,11562,11864,1.0,95.8,2.5,0.0,0.1,0.0,18189,41476,22428,18.2,24.1,24.4,18.5,22.5,8.8,25.7,84.8,8.7,0.4,1.3,1.4,3.4,26.1,9696,85.6,9.1,5.1,0.2,7.5
Indiana,Tipton,18.0,159.0,6110.0,1834.0,0.7691339375629406,15290,7632,7658,2.6,95.3,0.2,0.0,0.0,0.4,11962,53931,28507,9.4,18.8,32.3,15.8,16.5,13.8,21.6,84.9,8.8,0.3,1.3,1.9,2.7,23.7,7430,81.8,14.0,4.0,0.2,3.8
Indiana,Starke,18.0,149.0,7466.0,2650.0,0.7380387504942665,22966,11295,11671,3.5,94.5,0.3,0.1,0.5,0.0,17420,45526,22153,16.7,23.1,24.3,16.9,20.0,12.1,26.7,80.7,13.5,0.2,1.4,0.8,3.5,30.3,9729,85.5,9.8,4.6,0.1,7.6
Indiana,Warrick,18.0,173.0,21324.0,11919.0,0.6414583521342839,61581,30490,31091,1.8,92.8,1.6,0.2,2.5,0.0,45709,66080,33528,7.7,10.1,39.3,14.4,21.6,10.1,14.6,88.4,6.8,0.3,1.0,1.0,2.6,23.6,31003,85.3,10.4,4.1,0.2,3.4
Indiana,Scott,18.0,143.0,7328.0,2698.0,0.7308996608817075,23722,11628,12094,2.1,95.8,0.3,0.2,0.4,0.0,18050,49243,24186,13.7,20.7,22.9,15.7,19.8,8.5,33.1,86.1,8.7,0.0,0.7,1.6,2.9,26.0,10269,84.0,11.4,4.4,0.2,5.6
Indiana,Martin,18.0,101.0,4029.0,1011.0,0.7994047619047621,10219,5146,5073,0.4,97.2,0.5,0.7,0.2,0.2,7873,49372,25138,13.3,20.4,29.5,15.1,17.0,12.6,25.8,79.5,10.7,0.2,3.5,1.5,4.6,26.4,4804,69.1,23.5,7.2,0.2,4.2
Indiana,Newton,18.0,111.0,4942.0,1509.0,0.7660827778638971,14056,7041,7015,6.1,91.5,0.1,0.1,0.6,0.0,10553,52193,24315,14.0,23.1,17.0,15.6,23.5,20.5,23.5,83.1,10.2,0.4,1.3,3.9,1.1,31.2,6311,85.5,9.1,5.3,0.0,7.1
Indiana,Floyd,18.0,43.0,23400.0,17511.0,0.5719733079122974,76481,37092,39389,3.1,88.3,5.2,0.4,1.1,0.0,58027,59451,30663,10.8,14.9,36.7,14.5,25.1,8.1,15.6,86.1,7.8,0.9,1.0,0.3,3.9,22.6,38137,85.9,9.9,4.1,0.1,5.1
Indiana,Pike,18.0,125.0,4692.0,1415.0,0.7682986736531848,12471,6256,6215,0.5,96.8,1.0,0.0,1.0,0.0,9635,50196,25648,10.6,18.9,24.4,15.7,17.2,14.2,28.5,85.9,10.7,0.1,1.0,0.5,1.7,25.2,5922,88.8,9.5,1.7,0.1,3.8
Indiana,Vermillion,18.0,165.0,5184.0,2145.0,0.7073270568972575,15644,7716,7928,1.1,96.8,0.4,0.3,0.2,0.0,12079,45440,23891,13.4,16.7,25.3,15.0,22.1,12.7,24.8,81.1,12.4,0.7,2.6,0.4,2.7,24.3,6440,79.4,13.4,7.0,0.2,5.1
Indiana,Vanderburgh,18.0,163.0,41838.0,34404.0,0.5487526560163689,181831,87869,93962,2.5,84.1,9.1,0.2,1.2,0.1,139528,44815,26917,18.0,27.2,33.2,18.1,23.6,7.7,17.4,85.1,7.8,1.6,2.0,1.2,2.4,19.6,86719,87.3,9.2,3.4,0.1,5.2
Indiana,Ohio,18.0,115.0,2392.0,750.0,0.7612985359643539,5911,2967,2944,1.0,96.7,1.3,0.1,0.3,0.0,4744,58359,27715,5.0,2.9,24.9,23.3,18.1,11.1,22.6,84.0,9.6,0.2,3.9,0.7,1.7,31.3,3041,82.7,14.2,1.8,1.2,3.3
Indiana,Blackford,18.0,9.0,3838.0,1376.0,0.7360951285001918,12214,6047,6167,1.5,96.0,0.2,0.2,0.5,0.0,9477,40622,22328,12.8,17.1,22.7,14.4,21.2,10.7,31.0,85.3,7.9,0.5,2.7,1.3,2.3,23.5,5251,83.7,10.9,5.2,0.2,6.8
Indiana,Union,18.0,161.0,2687.0,736.0,0.7849839322231961,7225,3658,3567,0.0,95.8,0.1,0.0,0.5,0.0,5542,45531,22527,8.2,7.4,21.8,24.1,23.0,12.1,19.0,82.5,11.6,0.1,1.5,1.6,2.7,23.6,3429,76.8,15.2,6.8,1.1,3.9
Indiana,Marion,18.0,97.0,133968.0,247265.0,0.3514071447120265,939964,452538,487426,10.1,56.7,27.2,0.2,2.9,0.0,653701,44869,26284,19.8,29.6,34.9,17.7,25.0,7.5,14.9,82.5,9.1,1.9,1.8,1.5,3.2,23.3,450798,85.8,9.9,4.1,0.1,8.0
Indiana,Brown,18.0,13.0,5725.0,2996.0,0.6564614149753468,15007,7439,7568,1.6,95.9,0.5,0.0,0.7,0.0,12173,59292,31365,10.6,10.1,33.3,15.2,24.5,11.5,15.4,85.6,8.4,0.2,1.1,0.2,4.5,33.3,6754,80.8,8.8,9.9,0.5,5.9
Iowa,Sioux,19.0,167.0,15680.0,3019.0,0.8385475159099417,34692,17407,17285,10.2,87.5,0.4,0.2,0.7,0.0,23757,66022,27339,7.9,9.8,35.8,16.2,19.2,12.7,16.1,76.2,8.3,0.4,3.7,1.2,10.2,12.9,18678,82.3,9.9,7.7,0.2,2.2
Iowa,Plymouth,19.0,149.0,10492.0,3494.0,0.7501787501787501,25027,12259,12768,4.5,92.8,0.4,0.3,0.6,0.1,18445,61316,30686,9.1,14.9,31.8,16.2,24.2,11.2,16.6,81.8,8.0,0.1,2.8,1.7,5.5,17.8,13100,78.8,11.9,8.9,0.4,2.9
Iowa,Kossuth,19.0,109.0,6275.0,2696.0,0.6994760896221157,15166,7598,7568,2.2,95.5,0.8,0.1,0.6,0.0,11763,54868,29949,10.0,14.1,35.1,13.5,21.7,11.8,17.9,82.4,5.5,0.8,4.1,1.7,5.7,14.7,7646,74.7,11.8,13.2,0.2,2.1
Iowa,Dubuque,19.0,61.0,27214.0,25655.0,0.5147439898617338,96571,47757,48814,2.3,91.4,2.8,0.0,1.3,0.4,73022,59150,30117,11.9,15.8,34.9,16.8,24.7,7.7,15.8,82.4,7.7,1.1,3.6,1.0,4.2,16.4,50779,85.5,9.8,4.5,0.1,3.9
Iowa,Linn,19.0,113.0,53098.0,70451.0,0.4297728026936681,220008,108534,111474,3.1,87.0,4.8,0.1,2.3,0.1,163168,62702,32786,9.5,11.4,38.6,15.2,24.4,8.7,13.0,84.8,8.3,0.7,1.9,1.0,3.2,18.8,117384,85.6,9.6,4.6,0.1,3.8
Iowa,Clayton,19.0,43.0,6106.0,3340.0,0.6464111793351683,17711,8916,8795,1.9,96.2,1.0,0.1,0.4,0.0,13695,51114,27719,10.4,14.3,27.6,15.6,20.2,13.4,23.1,78.5,8.7,0.4,4.5,1.1,6.8,21.5,9050,74.5,11.3,13.4,0.8,3.0
Iowa,Winneshiek,19.0,191.0,6235.0,5617.0,0.5260715491056361,20575,10306,10269,2.2,95.2,1.0,0.2,1.1,0.0,16402,60788,29052,8.0,7.9,36.4,16.4,21.9,10.9,14.4,68.1,6.6,0.1,14.8,1.5,9.0,17.9,11957,81.2,9.7,9.0,0.1,2.0
Iowa,Fayette,19.0,65.0,6145.0,3834.0,0.6157931656478605,20139,10162,9977,2.3,94.1,1.2,0.0,0.9,0.0,15691,48412,27020,12.8,17.2,30.2,19.8,18.5,11.5,20.1,76.2,8.0,0.4,5.6,1.5,8.4,19.5,10036,78.8,11.4,9.3,0.4,3.5
Iowa,Clinton,19.0,45.0,13349.0,10806.0,0.5526392051335127,47587,23289,24298,3.0,91.5,2.6,0.4,0.7,0.0,36207,50295,28091,13.1,17.2,28.6,16.4,22.8,10.6,21.5,82.8,8.2,0.7,2.5,1.3,4.5,19.5,22825,84.1,9.6,6.1,0.2,4.2
Iowa,Pottawattamie,19.0,155.0,26241.0,18570.0,0.5855928231907345,93287,45896,47391,7.5,88.3,1.4,0.3,0.6,0.0,69140,56291,29085,11.2,15.4,30.5,17.0,25.4,10.7,16.4,84.3,8.7,1.0,1.6,1.2,3.2,20.5,46780,82.5,12.5,4.9,0.2,4.7
Iowa,Delaware,19.0,55.0,6666.0,3157.0,0.6786114221724524,17326,8659,8667,1.4,97.0,0.3,0.1,0.3,0.0,13057,60534,30768,9.2,14.2,30.9,13.2,20.9,12.4,22.6,82.0,6.5,0.2,3.0,0.3,8.0,22.6,9345,79.0,10.4,9.9,0.7,2.5
Iowa,Jackson,19.0,97.0,6940.0,4029.0,0.6326921323730513,19409,9639,9770,1.4,95.7,0.6,0.0,0.5,0.7,15030,51806,27672,12.0,15.3,30.3,15.4,21.1,12.5,20.7,84.8,5.2,0.3,3.2,1.0,5.6,23.3,9708,79.8,11.3,8.7,0.1,4.7
Iowa,Benton,19.0,11.0,9179.0,5156.0,0.640320892919428,25646,12786,12860,1.4,96.6,0.7,0.1,0.3,0.0,19383,64061,32356,8.7,10.8,31.8,13.3,23.9,11.9,19.2,82.4,8.8,0.1,3.0,0.9,4.8,23.8,13230,80.9,11.1,7.9,0.1,3.6
Iowa,Woodbury,19.0,193.0,25736.0,18704.0,0.5791179117911791,102397,50496,51901,15.8,74.7,2.9,1.4,2.8,0.2,70670,51350,25699,14.0,19.3,30.0,17.2,22.3,10.4,20.1,83.1,8.7,1.0,1.7,1.5,4.0,17.8,51486,84.4,10.6,5.0,0.1,4.8
Iowa,Tama,19.0,171.0,5303.0,3577.0,0.5971846846846847,17236,8530,8706,8.7,82.2,0.6,6.9,0.4,0.0,12694,56110,27074,11.8,19.9,28.6,17.8,20.7,12.4,20.5,78.8,12.8,0.1,3.0,1.5,3.9,22.7,8479,76.5,14.7,8.3,0.4,3.8
Iowa,Crawford,19.0,47.0,4854.0,2220.0,0.6861747243426632,17131,8878,8253,27.4,67.5,1.2,0.6,1.9,0.1,10873,51091,27270,18.5,24.1,25.9,12.6,16.0,12.2,33.3,79.2,9.6,0.0,3.5,3.5,4.1,16.3,8112,80.1,11.8,7.9,0.3,6.2
Iowa,Warren,19.0,181.0,17738.0,12537.0,0.5858959537572255,48630,23679,24951,2.6,94.7,0.2,0.1,0.5,0.3,36210,71514,33013,6.2,7.2,39.8,14.5,26.0,9.5,10.3,84.0,6.6,0.2,3.0,0.4,5.8,23.7,25633,81.1,13.0,5.6,0.3,3.8
Iowa,Jasper,19.0,99.0,12082.0,7737.0,0.6096170341591403,36789,18797,17992,2.0,94.2,1.6,0.2,0.4,0.1,28400,56363,27214,9.1,9.7,28.2,15.9,24.2,10.7,20.9,81.6,9.9,0.6,1.8,0.9,5.1,22.9,17428,81.1,12.1,6.6,0.3,4.6
Iowa,Carroll,19.0,27.0,7737.0,3454.0,0.6913591278706103,20428,10052,10376,2.4,95.3,1.5,0.1,0.2,0.0,15339,54563,29191,10.3,12.8,31.3,15.6,24.4,10.7,18.1,83.4,6.3,0.4,2.3,0.9,6.7,14.0,10592,79.3,10.4,10.1,0.2,2.5
Iowa,Buchanan,19.0,19.0,6420.0,4169.0,0.6062895457550288,21101,10497,10604,1.5,96.4,0.3,0.3,0.6,0.0,15351,59348,30974,7.8,9.1,30.5,16.6,19.8,12.5,20.6,79.1,6.5,0.3,5.7,2.7,5.8,22.4,10412,77.8,13.3,8.8,0.1,3.2
Iowa,Butler,19.0,23.0,5542.0,2424.0,0.6957067537032388,14822,7402,7420,1.3,96.8,0.2,0.3,0.4,0.1,11356,53937,28584,9.4,14.1,29.9,14.1,23.9,11.3,20.8,81.3,9.4,0.2,3.0,0.9,5.2,24.0,7431,77.2,11.2,11.3,0.3,3.2
Iowa,Lyon,19.0,119.0,5707.0,1067.0,0.8424859757897845,11745,6011,5734,2.5,96.1,0.1,0.2,0.2,0.1,8322,62012,28356,4.9,5.6,37.7,15.6,19.3,13.0,14.5,79.3,7.6,0.1,5.3,0.5,7.2,16.2,6004,74.2,12.3,12.9,0.6,2.4
Iowa,Johnson,19.0,103.0,22925.0,59177.0,0.2792258410270152,144425,71463,72962,5.5,79.6,6.3,0.2,6.2,0.1,105890,59965,33039,17.7,11.1,47.0,17.8,20.8,5.2,9.2,68.0,8.6,5.9,9.3,4.0,4.2,18.9,81701,68.9,26.5,4.5,0.1,3.3
Iowa,O'Brien,19.0,141.0,5861.0,1569.0,0.7888290713324361,13944,6979,6965,4.5,93.2,0.7,0.2,0.9,0.0,10444,56314,32051,9.7,13.3,29.2,15.4,20.8,12.3,22.3,73.7,10.5,3.5,4.4,2.0,6.0,16.3,7418,79.2,9.8,11.0,0.1,2.3
Iowa,Bremer,19.0,17.0,8287.0,5954.0,0.5819113826276244,24741,12195,12546,1.4,95.3,0.9,0.2,1.1,0.0,19032,65440,32105,7.7,7.7,37.1,15.4,22.8,9.1,15.5,79.2,7.2,0.4,7.1,0.6,5.5,20.2,12931,80.8,12.2,7.0,0.0,3.6
Iowa,Shelby,19.0,165.0,4697.0,1959.0,0.7056790865384616,11772,5784,5988,2.8,95.0,0.5,0.1,0.3,0.0,8954,55638,30799,8.7,11.0,35.2,12.8,25.2,12.0,14.9,79.4,11.1,0.4,2.8,0.7,5.5,18.8,6043,71.9,13.8,13.3,1.0,3.7
Iowa,Madison,19.0,121.0,6507.0,3134.0,0.6749299865159216,15720,7870,7850,1.8,95.9,0.2,0.0,1.1,0.0,11541,60077,31449,7.3,4.6,37.8,15.9,20.0,12.7,13.6,81.0,8.9,0.3,2.4,0.4,7.0,28.2,7971,81.3,12.0,6.7,0.0,5.2
Iowa,Black Hawk,19.0,13.0,29623.0,35621.0,0.4540340874256637,132960,65251,67709,4.2,82.2,8.8,0.2,2.1,0.2,100773,50916,27669,15.9,18.2,31.8,18.4,24.3,7.4,18.2,82.1,8.5,0.6,4.1,1.6,3.2,15.7,68771,81.8,13.9,4.2,0.1,5.3
Iowa,Webster,19.0,187.0,10927.0,6604.0,0.6232958758770178,36945,18984,17961,4.5,88.1,4.6,0.3,1.3,0.0,28358,42148,24629,16.2,21.8,32.0,20.1,20.8,11.6,15.5,83.6,7.6,0.5,3.0,1.3,4.0,16.5,16583,79.1,13.2,7.6,0.1,5.7
Iowa,Jones,19.0,105.0,6572.0,4213.0,0.6093648585999073,20468,10528,9940,1.8,94.4,2.5,0.4,0.1,0.0,15880,58391,29653,9.1,10.5,32.2,17.0,20.0,10.7,20.1,81.6,7.7,0.3,3.8,0.4,6.3,24.6,9671,77.2,12.0,10.1,0.7,4.2
Iowa,Mahaska,19.0,123.0,8297.0,2894.0,0.7413993387543562,22301,11293,11008,2.0,93.8,1.5,0.2,1.3,0.1,16737,50568,26575,14.4,16.7,32.9,15.7,21.5,11.1,18.8,78.2,10.8,0.5,3.3,2.3,4.9,18.3,10897,80.7,11.5,7.3,0.5,5.6
Iowa,Cedar,19.0,31.0,6161.0,4337.0,0.5868736902267099,18368,9148,9220,1.9,95.8,0.7,0.2,0.3,0.0,14182,62555,30362,5.4,2.6,34.9,14.2,23.0,11.5,16.4,82.6,6.2,0.3,2.2,1.6,7.2,25.3,9872,72.6,17.4,9.4,0.6,3.0
Iowa,Chickasaw,19.0,37.0,4308.0,2233.0,0.6586148906894971,12140,6053,6087,2.2,96.3,0.4,0.3,0.4,0.0,9149,50688,27973,8.9,11.3,30.4,15.6,18.2,12.8,23.0,78.9,8.4,0.3,4.7,0.7,6.9,19.6,6269,76.0,13.8,9.9,0.3,2.5
Iowa,Guthrie,19.0,77.0,4272.0,1985.0,0.682755314048266,10664,5321,5343,2.4,95.6,0.3,0.3,0.3,0.0,8184,56306,30646,10.1,11.4,33.8,15.7,22.6,14.9,13.1,77.9,11.4,0.1,4.3,1.0,5.3,26.2,5350,75.0,15.5,8.8,0.7,3.5
Iowa,Marion,19.0,125.0,12657.0,6170.0,0.6722791735273809,33127,16341,16786,1.9,94.8,0.6,0.3,1.1,0.0,24991,57917,27815,9.3,10.0,35.8,16.2,20.2,7.9,19.9,77.4,9.9,0.4,5.7,1.5,5.2,19.0,17090,83.2,11.4,5.4,0.0,3.6
Iowa,Allamakee,19.0,5.0,4733.0,2575.0,0.6476464148877942,13940,7098,6842,6.1,91.2,0.9,0.1,0.3,0.0,10379,47895,27377,11.4,15.3,29.8,15.3,17.5,17.5,19.9,74.1,11.1,0.2,5.0,2.1,7.5,24.3,6881,77.8,10.3,10.8,1.1,3.3
Iowa,Iowa,19.0,95.0,6009.0,3547.0,0.6288195897865215,16231,8009,8222,2.5,95.6,0.8,0.0,0.2,0.0,12322,58077,29881,9.8,14.7,30.3,18.0,22.0,11.5,18.2,79.6,10.2,0.2,3.9,0.6,5.5,22.5,8623,76.2,14.4,9.1,0.2,2.1
Iowa,Hardin,19.0,83.0,5850.0,2976.0,0.6628144119646499,17239,8634,8605,4.2,92.3,1.4,0.3,0.6,0.0,13212,52207,28445,8.0,9.9,32.7,16.2,20.0,12.6,18.4,82.9,7.7,0.1,4.3,1.2,3.8,17.9,8542,77.2,13.4,8.9,0.5,2.5
Iowa,Cherokee,19.0,35.0,4495.0,1936.0,0.6989581713574872,11577,5804,5773,3.4,94.0,1.0,0.4,0.4,0.0,9046,53998,30973,11.9,18.4,27.7,15.3,23.7,13.6,19.7,83.4,6.7,0.0,1.7,0.4,7.7,16.1,5990,71.4,16.6,11.4,0.6,3.3
Iowa,Washington,19.0,183.0,6966.0,4558.0,0.6044776119402985,22095,11066,11029,5.9,91.5,0.9,0.3,0.6,0.0,16291,59157,28397,9.1,12.8,29.7,16.3,23.9,16.1,14.0,77.4,11.4,0.4,3.8,2.1,4.9,20.7,11244,72.4,17.6,9.6,0.4,3.6
Iowa,Hancock,19.0,81.0,4390.0,1683.0,0.7228717273176354,10971,5519,5452,3.9,93.8,0.6,0.3,0.1,0.0,8396,57840,29147,9.1,12.0,32.6,14.6,20.1,9.1,23.5,79.2,8.2,0.5,2.3,1.2,8.5,18.2,5653,76.1,12.6,10.6,0.6,1.7
